command_identity,description,hotkeys,scope,parent_scope,shadowing_priority,conditions,hide_rules,input_focus_behavior,browser_or_native,handler_intent,target_react_command_id,telemetry,accessible_alternative,target_disposition,parity_test,source_path,source_line,source_commit,manual_review_notes
soup.tab-9,Switch to tab 9,9,soup list scope (split panel scope),global,override,active view defines >= 9 tabs,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,apply the view's tab preset #9,soup.switch-tab-9,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup.tab-9,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,366,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from tabNumberKeys loop (9 static)
soup.next-tab,Next tab,tab,soup list scope (split panel scope),global,override,view has >1 tab,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,cycle to next view tab preset,soup.next-tab,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup.next-tab,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,395,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
soup.prev-tab,Previous tab,shift+tab,soup list scope (split panel scope),global,override,view has >1 tab,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,cycle to previous view tab preset,soup.previous-tab,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup.prev-tab,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,412,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
onboarding.continue,Continue,cmd+enter,onboarding shell DOM scope,(tutorial shell),override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,advance tutorial when slide is ready,onboarding.continue,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: onboarding.continue,apps/web/src/features/onboarding/InteractiveOnboarding.tsx,252,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
onboarding.command-menu,Command menu (onboarding),cmd+k,onboarding shell DOM scope,(tutorial shell),override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,toggle sandbox command menu; swallows global cmd+k during tutorial (CommandState monkey-patched),onboarding.command-menu,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: onboarding.command-menu,apps/web/src/features/onboarding/InteractiveOnboarding.tsx,268,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,deliberate shadow of global command menu
onboarding.go-to-leader,Go to page (mock),g,onboarding shell scope or global,(tutorial),registrationType=add,,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,activates mock go-to command scope for sandbox sidebar,onboarding.go-to-leader,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: onboarding.go-to-leader,apps/web/src/features/onboarding/components/MockAppChrome.tsx,123,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
onboarding.go-to.agents,Go to Agents (mock),g a,mock go-to command scope,onboarding shell,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,set sandbox sidebar filter to agents,onboarding.go-to-agents,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: onboarding.go-to.agents,apps/web/src/features/onboarding/components/MockAppChrome.tsx,142,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from MOCK_SIDEBAR_LINKS loop (5 static)
onboarding.go-to.mail,Go to Emails (mock),g e,mock go-to command scope,onboarding shell,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,set sandbox sidebar filter to mail,onboarding.go-to-mail,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: onboarding.go-to.mail,apps/web/src/features/onboarding/components/MockAppChrome.tsx,142,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from MOCK_SIDEBAR_LINKS loop (5 static)
onboarding.go-to.documents,Go to Documents (mock),g d,mock go-to command scope,onboarding shell,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,set sandbox sidebar filter to documents,onboarding.go-to-documents,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: onboarding.go-to.documents,apps/web/src/features/onboarding/components/MockAppChrome.tsx,142,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from MOCK_SIDEBAR_LINKS loop (5 static)
onboarding.go-to.tasks,Go to Tasks (mock),g t,mock go-to command scope,onboarding shell,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,set sandbox sidebar filter to tasks,onboarding.go-to-tasks,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: onboarding.go-to.tasks,apps/web/src/features/onboarding/components/MockAppChrome.tsx,142,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from MOCK_SIDEBAR_LINKS loop (5 static)
onboarding.go-to.channels,Go to Channels (mock),g c,mock go-to command scope,onboarding shell,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,set sandbox sidebar filter to channels,onboarding.go-to-channels,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: onboarding.go-to.channels,apps/web/src/features/onboarding/components/MockAppChrome.tsx,142,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from MOCK_SIDEBAR_LINKS loop (5 static)
onboarding.create-menu,Open Create menu (lesson),c,onboarding lesson scope,onboarding shell,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,toggle sandbox launcher; completes the create-entity lesson,onboarding.create-menu,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: onboarding.create-menu,apps/web/src/features/onboarding/lessons/create-entity.tsx,77,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
onboarding.list-down,Navigate down,j | arrowdown,caller-provided scope,varies,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,soup.navigate.down() + callback,list.navigate-down,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: onboarding.list-down,apps/web/src/features/onboarding/use-list-navigation.ts,28,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,generic list-navigation helper used by onboarding sandbox lists
onboarding.list-up,Navigate up,k | arrowup,caller-provided scope,varies,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,soup.navigate.up() + callback,list.navigate-up,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: onboarding.list-up,apps/web/src/features/onboarding/use-list-navigation.ts,35,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
property-editor.close,Close property editor,escape,property editor DOM scope (modal),(modal),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,close the property editor modal,property-editor.close,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: property-editor.close,apps/web/src/features/property/editor/PropertyEditorModal.tsx,300,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
reminder-composer.escape,"Go back, or close the reminder composer",escape,reminder composer DOM scope (modal),(modal),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,"step from 'when' back to 'description', else close composer",reminder-composer.escape,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: reminder-composer.escape,apps/web/src/features/reminders/ReminderComposerModal.tsx,127,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,only reachable with focus outside header input; Kobalte dialog escape covers the editable-focused case
settings.close,Close settings,escape,settings DOM scope,global,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,close settings,settings.close,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: settings.close,apps/web/src/features/settings/Settings.tsx,134,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
settings.next-tab,Next settings tab,tab,settings DOM scope,global,override,,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,cycle to next settings tab,settings.next-tab,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: settings.next-tab,apps/web/src/features/settings/Settings.tsx,175,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
settings.prev-tab,Previous settings tab,shift+tab,settings DOM scope,global,override,,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,cycle to previous settings tab,settings.previous-tab,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: settings.prev-tab,apps/web/src/features/settings/Settings.tsx,184,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
settings.tab-1,Go to settings tab 1,1,settings DOM scope,global,override,,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,jump to settings tab #1,settings.tab-1,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: settings.tab-1,apps/web/src/features/settings/Settings.tsx,198,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from 1..9 loop (9 static)
settings.tab-2,Go to settings tab 2,2,settings DOM scope,global,override,,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,jump to settings tab #2,settings.tab-2,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: settings.tab-2,apps/web/src/features/settings/Settings.tsx,198,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from 1..9 loop (9 static)
settings.tab-3,Go to settings tab 3,3,settings DOM scope,global,override,,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,jump to settings tab #3,settings.tab-3,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: settings.tab-3,apps/web/src/features/settings/Settings.tsx,198,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from 1..9 loop (9 static)
settings.tab-4,Go to settings tab 4,4,settings DOM scope,global,override,,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,jump to settings tab #4,settings.tab-4,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: settings.tab-4,apps/web/src/features/settings/Settings.tsx,198,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from 1..9 loop (9 static)
settings.tab-5,Go to settings tab 5,5,settings DOM scope,global,override,,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,jump to settings tab #5,settings.tab-5,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: settings.tab-5,apps/web/src/features/settings/Settings.tsx,198,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from 1..9 loop (9 static)
settings.tab-6,Go to settings tab 6,6,settings DOM scope,global,override,,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,jump to settings tab #6,settings.tab-6,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: settings.tab-6,apps/web/src/features/settings/Settings.tsx,198,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from 1..9 loop (9 static)
settings.tab-7,Go to settings tab 7,7,settings DOM scope,global,override,,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,jump to settings tab #7,settings.tab-7,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: settings.tab-7,apps/web/src/features/settings/Settings.tsx,198,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from 1..9 loop (9 static)
settings.tab-8,Go to settings tab 8,8,settings DOM scope,global,override,,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,jump to settings tab #8,settings.tab-8,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: settings.tab-8,apps/web/src/features/settings/Settings.tsx,198,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from 1..9 loop (9 static)
